class,x1,y1,v1,x2,y2,v2,x3,y3,v3,x4,y4,v4,x5,y5,v5,x6,y6,v6,x7,y7,v7,x8,y8,v8,x9,y9,v9,x10,y10,v10,x11,y11,v11,x12,y12,v12,x13,y13,v13,x14,y14,v14,x15,y15,v15,x16,y16,v16,x17,y17,v17
0.0,0.5239819288253784,0.24145789444446564,0.5112935900688171,0.524963915348053,0.23779211938381195,0.6257798075675964,0.5241881012916565,0.2378815859556198,0.0612235963344574,0.5296136736869812,0.2360699474811554,0.868847131729126,0.5299763083457947,0.23623228073120117,0.013548016548156738,0.5359007716178894,0.252853125333786,0.9810882806777954,0.5361135601997375,0.25063028931617737,0.8749741315841675,0.5378547310829163,0.2838508188724518,0.9609599709510803,0.5343146920204163,0.2739356458187103,0.3871820569038391,0.5290883779525757,0.30642855167388916,0.9097481369972229,0.524442732334137,0.28205275535583496,0.40553438663482666,0.5348452925682068,0.30900683999061584,0.9910887479782104,0.5342900156974792,0.30694779753685,0.9777905941009521,0.5320624709129333,0.346066415309906,0.9892892837524414,0.5253759026527405,0.34448912739753723,0.9657184481620789,0.5304839015007019,0.3801577091217041,0.9732470512390137,0.515998899936676,0.37769293785095215,0.9360319375991821
0.0,0.41091012954711914,0.28067871928215027,0.2327026128768921,0.41232559084892273,0.27731239795684814,0.3144828677177429,0.4125327169895172,0.2769136130809784,0.03987652063369751,0.41722747683525085,0.27866411209106445,0.8948047757148743,0.4270014464855194,0.2773277461528778,0.12503582239151,0.4168647527694702,0.29803895950317383,0.9847573637962341,0.4358949065208435,0.29594630002975464,0.9389685988426208,0.4112098813056946,0.3234257102012634,0.898820161819458,0.4381299316883087,0.3221915066242218,0.36339765787124634,0.4127248227596283,0.3305244445800781,0.6778753995895386,0.42604300379753113,0.3318327069282532,0.21839475631713867,0.41874951124191284,0.3513365387916565,0.988696813583374,0.4329834580421448,0.3500024378299713,0.978187084197998,0.41361910104751587,0.39004242420196533,0.9870651960372925,0.4330669045448303,0.38949576020240784,0.970018744468689,0.4152754545211792,0.42714881896972656,0.9728686213493347,0.4362489581108093,0.4251514673233032,0.9492756128311157
0.0,0.5233088731765747,0.24048788845539093,0.5095410943031311,0.5243270397186279,0.23705363273620605,0.5855751633644104,0.524054229259491,0.2369951456785202,0.07665076851844788,0.529377281665802,0.23655086755752563,0.8241055011749268,0.5303714871406555,0.2362370789051056,0.020839035511016846,0.5360371470451355,0.2540019154548645,0.9745782613754272,0.53537917137146,0.2519499957561493,0.8731152415275574,0.5385446548461914,0.28335249423980713,0.9433543086051941,0.5348294973373413,0.27507203817367554,0.4212988317012787,0.528926432132721,0.30641117691993713,0.8783740401268005,0.5257249474525452,0.28679364919662476,0.42077913880348206,0.5355364680290222,0.3085899353027344,0.9877192378044128,0.5345015525817871,0.30663833022117615,0.9734630584716797,0.5317957401275635,0.34570255875587463,0.9866390228271484,0.5248083472251892,0.3442629873752594,0.9635516405105591,0.5296497941017151,0.3803878426551819,0.9696358442306519,0.516701877117157,0.37790447473526,0.9353940486907959
0.0,0.4129224121570587,0.28036803007125854,0.28037846088409424,0.4143993556499481,0.2771340310573578,0.3815116882324219,0.4145651161670685,0.27669739723205566,0.044598281383514404,0.4196542203426361,0.27837809920310974,0.9160583019256592,0.42896416783332825,0.27705860137939453,0.11937940120697021,0.4188362658023834,0.2968692183494568,0.9884881973266602,0.4373067021369934,0.2951229512691498,0.9500619173049927,0.40935054421424866,0.31884321570396423,0.9297566413879395,0.43576306104660034,0.3194100856781006,0.414314329624176,0.408679723739624,0.3154866695404053,0.7559097409248352,0.420614629983902,0.3207833468914032,0.2646164894104004,0.42015203833580017,0.34981414675712585,0.9917323589324951,0.4339389503002167,0.34851735830307007,0.983325719833374,0.4143162667751312,0.3889217972755432,0.9899011850357056,0.43322157859802246,0.38843584060668945,0.9747668504714966,0.4156692326068878,0.4267148971557617,0.9749124050140381,0.4363672137260437,0.4248906373977661,0.9505524039268494
0.0,0.5240721702575684,0.24133187532424927,0.5324016809463501,0.5251008868217468,0.2376369684934616,0.6463769674301147,0.5242260694503784,0.23772843182086945,0.06618517637252808,0.5298231840133667,0.23595674335956573,0.8731126189231873,0.529876708984375,0.2361445426940918,0.013821959495544434,0.5359825491905212,0.2528528571128845,0.9813908338546753,0.5360922813415527,0.25073280930519104,0.8760982155799866,0.5377411842346191,0.2838462293148041,0.9605436325073242,0.5344672203063965,0.27436476945877075,0.3818538784980774,0.5289869904518127,0.3065861761569977,0.9089531898498535,0.5247445106506348,0.2832920551300049,0.4000966548919678,0.5348911881446838,0.30900701880455017,0.9908792972564697,0.5341718792915344,0.30698421597480774,0.9771884679794312,0.5324011445045471,0.3461167514324188,0.9890609979629517,0.5250203609466553,0.34454968571662903,0.9648640155792236,0.5311349034309387,0.38025832176208496,0.9730881452560425,0.5153230428695679,0.3778018057346344,0.9354722499847412
0.0,0.4134827256202698,0.28062695264816284,0.4062514007091522,0.4147461950778961,0.2772581875324249,0.5022110342979431,0.4148073196411133,0.276930570602417,0.06314605474472046,0.42024582624435425,0.2777693569660187,0.9137126207351685,0.42785710096359253,0.2767559289932251,0.08658114075660706,0.42076268792152405,0.296115517616272,0.987707257270813,0.4362533390522003,0.2938821315765381,0.9436424374580383,0.4123387634754181,0.3196687400341034,0.9323025941848755,0.4347403347492218,0.3176078200340271,0.394788533449173,0.40850263833999634,0.3145095109939575,0.7928401231765747,0.41799503564834595,0.31651800870895386,0.28582608699798584,0.4218597412109375,0.3494868278503418,0.9913845062255859,0.43375033140182495,0.3478545844554901,0.9821138381958008,0.4147820472717285,0.38876843452453613,0.9903867244720459,0.43298059701919556,0.3878139853477478,0.9749600291252136,0.4164913296699524,0.42689186334609985,0.9763897657394409,0.43685227632522583,0.4244067668914795,0.9518409967422485
0.0,0.5233635306358337,0.24057169258594513,0.5133415460586548,0.524446964263916,0.23714429140090942,0.5797080993652344,0.5240731239318848,0.23710794746875763,0.0761520266532898,0.5297252535820007,0.23658296465873718,0.8324334621429443,0.5305579900741577,0.2363324910402298,0.023004472255706787,0.536277711391449,0.253897488117218,0.9762322902679443,0.5356165766716003,0.2519527077674866,0.8833855390548706,0.5385345816612244,0.28303062915802,0.9417382478713989,0.5347045063972473,0.27492061257362366,0.4246140718460083,0.5289050340652466,0.3055500388145447,0.8744884133338928,0.5255513191223145,0.2857019007205963,0.421764075756073,0.5353416204452515,0.30836111307144165,0.9883394837379456,0.5350713133811951,0.30645570158958435,0.9751521348953247,0.5286778211593628,0.34553804993629456,0.9871624708175659,0.5280813574790955,0.344212144613266,0.9653888940811157,0.5237747430801392,0.38035011291503906,0.9699859023094177,0.5223769545555115,0.37803030014038086,0.9368160367012024
0.0,0.41298142075538635,0.2792380452156067,0.2808294892311096,0.4141511917114258,0.27566036581993103,0.4092882573604584,0.41430994868278503,0.27535390853881836,0.030040204524993896,0.41965362429618835,0.2756698727607727,0.9237972497940063,0.4274411201477051,0.27492859959602356,0.04656267166137695,0.42043304443359375,0.2944605350494385,0.9846793413162231,0.4365057349205017,0.2929733097553253,0.9141842126846313,0.4121982157230377,0.31923675537109375,0.913489043712616,0.4381665289402008,0.3206232488155365,0.24579185247421265,0.4088902175426483,0.3150445818901062,0.7249030470848083,0.4226051867008209,0.3258267641067505,0.16540557146072388,0.4225209355354309,0.3499550521373749,0.988906741142273,0.4343368709087372,0.3485755920410156,0.9743098020553589,0.4157428443431854,0.38938266038894653,0.9873552918434143,0.4328825771808624,0.3883170485496521,0.9624238014221191,0.4188336431980133,0.4272996187210083,0.9731693267822266,0.4366491734981537,0.42426586151123047,0.93973708152771
0.0,0.5233324766159058,0.24051396548748016,0.5079374313354492,0.5244064331054688,0.23710542917251587,0.5775245428085327,0.524092972278595,0.23706142604351044,0.07360240817070007,0.5296565890312195,0.23656612634658813,0.8367515206336975,0.530676007270813,0.23629464209079742,0.022596359252929688,0.5362076759338379,0.253866583108902,0.9771038293838501,0.5356613993644714,0.25186625123023987,0.8856532573699951,0.5384876132011414,0.2830279767513275,0.9449306726455688,0.534528374671936,0.2746194005012512,0.4320767819881439,0.5288299918174744,0.3057780861854553,0.879500687122345,0.5252864360809326,0.2850498855113983,0.4285072684288025,0.5353158712387085,0.30818045139312744,0.988776683807373,0.5351426005363464,0.3062664568424225,0.975897490978241,0.528597891330719,0.34538108110427856,0.9873733520507812,0.5281655788421631,0.3440698981285095,0.965607762336731,0.5236911177635193,0.3802744746208191,0.9697670936584473,0.5225650668144226,0.37795478105545044,0.9358909726142883
0.0,0.4132584035396576,0.2789541482925415,0.22045767307281494,0.41447827219963074,0.27559882402420044,0.30548274517059326,0.4151381254196167,0.27523472905158997,0.033908843994140625,0.41967126727104187,0.2765292823314667,0.8980209827423096,0.4292677640914917,0.2755254805088043,0.10201984643936157,0.42009592056274414,0.2953539192676544,0.9868370890617371,0.43831610679626465,0.2942986488342285,0.944736659526825,0.41256359219551086,0.318665087223053,0.9273407459259033,0.4405679702758789,0.3216087520122528,0.42295342683792114,0.41005823016166687,0.3189440369606018,0.7505433559417725,0.42704206705093384,0.3301510810852051,0.26763051748275757,0.42172327637672424,0.34917381405830383,0.9913961887359619,0.43475407361984253,0.3479562997817993,0.9828497171401978,0.41611647605895996,0.3880089819431305,0.989784836769104,0.4324486255645752,0.38733482360839844,0.9748930931091309,0.42044687271118164,0.4256632924079895,0.9751206636428833,0.43652522563934326,0.4234822392463684,0.9514206647872925
