class,x1,y1,v1,x2,y2,v2,x3,y3,v3,x4,y4,v4,x5,y5,v5,x6,y6,v6,x7,y7,v7,x8,y8,v8,x9,y9,v9,x10,y10,v10,x11,y11,v11,x12,y12,v12,x13,y13,v13,x14,y14,v14,x15,y15,v15,x16,y16,v16,x17,y17,v17
1.0,0.22817431390285492,0.16540400683879852,0.9957096576690674,0.24290405213832855,0.14892417192459106,0.9875106811523438,0.21812470257282257,0.14218787848949432,0.9768662452697754,0.25798431038856506,0.16216066479682922,0.921802282333374,0.20247383415699005,0.1460600197315216,0.7922006249427795,0.2746734023094177,0.25863930583000183,0.995873212814331,0.17023275792598724,0.2539125382900238,0.9977055788040161,0.30407121777534485,0.35653239488601685,0.9771052598953247,0.1322144716978073,0.36209836602211,0.9908864498138428,0.30886757373809814,0.42338740825653076,0.9798077344894409,0.16548499464988708,0.3214699625968933,0.9916174411773682,0.21992313861846924,0.4781922399997711,0.9912585020065308,0.17518176138401031,0.48668554425239563,0.9919189810752869,0.11768469959497452,0.5462272763252258,0.9536712169647217,0.16846831142902374,0.6357117891311646,0.962398886680603,0.005875313188880682,0.6114664077758789,0.7861267328262329,0.1839093267917633,0.8093739748001099,0.7620715498924255
1.0,0.23234908282756805,0.16453120112419128,0.9954950213432312,0.24695077538490295,0.14791497588157654,0.9875063896179199,0.2223656177520752,0.1406777799129486,0.9748542308807373,0.26160621643066406,0.16107703745365143,0.9259872436523438,0.2066238969564438,0.14414842426776886,0.781570553779602,0.2761401832103729,0.25912654399871826,0.9964564442634583,0.17445096373558044,0.2513301968574524,0.9976304173469543,0.30828168988227844,0.35407036542892456,0.980586051940918,0.13285301625728607,0.3529664874076843,0.989822506904602,0.31010153889656067,0.42814189195632935,0.9809459447860718,0.16320212185382843,0.3116568624973297,0.9899474382400513,0.22519592940807343,0.483386754989624,0.9958826899528503,0.1799193024635315,0.48868027329444885,0.9957857728004456,0.1383863240480423,0.558645486831665,0.9837010502815247,0.16574901342391968,0.6311175227165222,0.9848238229751587,0.019941246137022972,0.6613247394561768,0.9167098999023438,0.18672403693199158,0.8074103593826294,0.9025251865386963
1.0,0.23544791340827942,0.16417796909809113,0.9951703548431396,0.2503841817378998,0.14858496189117432,0.9850609302520752,0.22603841125965118,0.13974973559379578,0.975538432598114,0.26454806327819824,0.16218143701553345,0.9073980450630188,0.21027807891368866,0.1410972625017166,0.8073368668556213,0.27717360854148865,0.25975167751312256,0.9963164329528809,0.17937354743480682,0.2470882534980774,0.9979841113090515,0.3140915632247925,0.3558237850666046,0.9807294607162476,0.13014450669288635,0.34396132826805115,0.9918551445007324,0.31029316782951355,0.43222326040267944,0.9809852242469788,0.1602550595998764,0.296383261680603,0.9914161562919617,0.23111481964588165,0.48883718252182007,0.9971036911010742,0.18674732744693756,0.48971617221832275,0.9972895383834839,0.14767856895923615,0.5760844349861145,0.9895925521850586,0.1648765355348587,0.6353844404220581,0.9907673001289368,0.0466826930642128,0.6978489756584167,0.9441858530044556,0.18450681865215302,0.8131207823753357,0.9384381771087646
1.0,0.23897413909435272,0.16165868937969208,0.993850588798523,0.2533288598060608,0.1478407084941864,0.980708122253418,0.23044848442077637,0.13963572680950165,0.9762871265411377,0.2680768072605133,0.16292157769203186,0.8695576190948486,0.2156720608472824,0.142380490899086,0.8324357867240906,0.2814364433288574,0.261684387922287,0.9954144954681396,0.1851857602596283,0.24446606636047363,0.996722936630249,0.31740638613700867,0.35485103726387024,0.9772976040840149,0.13027632236480713,0.3333379328250885,0.9867810606956482,0.30751487612724304,0.43541210889816284,0.9764320850372314,0.1570081263780594,0.28515371680259705,0.9880504608154297,0.23629887402057648,0.48428022861480713,0.9956933259963989,0.19057463109493256,0.48647597432136536,0.9953898191452026,0.1646355390548706,0.5820432901382446,0.9851593375205994,0.17566294968128204,0.6386728286743164,0.9844069480895996,0.10300304740667343,0.7370628714561462,0.9178146123886108,0.18512098491191864,0.8160529732704163,0.9009086489677429
1.0,0.24464404582977295,0.15815573930740356,0.9959865808486938,0.2589670717716217,0.14520831406116486,0.9941651821136475,0.23546741902828217,0.13749118149280548,0.9871965646743774,0.2750839293003082,0.16322946548461914,0.9170323014259338,0.21771125495433807,0.14465230703353882,0.7501290440559387,0.2829599976539612,0.25919851660728455,0.9979288578033447,0.19135169684886932,0.24365532398223877,0.998273491859436,0.32216066122055054,0.36015957593917847,0.9863429069519043,0.13227085769176483,0.3247925639152527,0.9893643856048584,0.3056970536708832,0.44669878482818604,0.9849936366081238,0.16877126693725586,0.2854444682598114,0.985647976398468,0.2396107167005539,0.4915851354598999,0.9981792569160461,0.18850868940353394,0.48511964082717896,0.9982680678367615,0.17577143013477325,0.6156726479530334,0.9922726154327393,0.16373270750045776,0.6312103271484375,0.9914535284042358,0.17340297996997833,0.782321035861969,0.9158936738967896,0.18129833042621613,0.8028246760368347,0.9029095768928528
1.0,0.2507011592388153,0.1581285297870636,0.9929382801055908,0.26485443115234375,0.14426201581954956,0.9808166027069092,0.24150513112545013,0.13664712011814117,0.9705394506454468,0.27894115447998047,0.16263003647327423,0.8699781894683838,0.2249506264925003,0.14361946284770966,0.7822543382644653,0.2860890328884125,0.2627537250518799,0.9940073490142822,0.19562235474586487,0.24168583750724792,0.9953372478485107,0.3256438970565796,0.3658057451248169,0.9765404462814331,0.13791781663894653,0.3246259093284607,0.9805529117584229,0.3060036599636078,0.4494681656360626,0.9766391515731812,0.1535622775554657,0.28005775809288025,0.9787712693214417,0.2370717078447342,0.49981436133384705,0.9957034587860107,0.18791934847831726,0.4877980649471283,0.9952278733253479,0.19215615093708038,0.6431100964546204,0.9864221811294556,0.1677340716123581,0.657500147819519,0.9843695759773254,0.18487043678760529,0.8122806549072266,0.9181687831878662,0.18717581033706665,0.8042858839035034,0.9093759059906006
1.0,0.257235586643219,0.1566222757101059,0.997218132019043,0.27047768235206604,0.14349661767482758,0.9957186579704285,0.24860985577106476,0.13637030124664307,0.9896848201751709,0.28565841913223267,0.15896356105804443,0.9258124828338623,0.23225633800029755,0.14167183637619019,0.7252992987632751,0.2920266091823578,0.264595091342926,0.9985525608062744,0.20615175366401672,0.238216370344162,0.9988507032394409,0.32581254839897156,0.3713502883911133,0.9908673167228699,0.15048134326934814,0.3105091154575348,0.992800235748291,0.3048553764820099,0.4554279148578644,0.9898302555084229,0.15629804134368896,0.2696118652820587,0.990067183971405,0.2443804293870926,0.5090964436531067,0.9995496273040771,0.19173230230808258,0.4948371946811676,0.9995629191398621,0.21070705354213715,0.6628570556640625,0.9977800846099854,0.1725105345249176,0.6521666049957275,0.997644305229187,0.2424062341451645,0.8111661672592163,0.9732089042663574,0.18796543776988983,0.8094518780708313,0.9712862968444824
1.0,0.265137255191803,0.1579693704843521,0.9947409629821777,0.2783178389072418,0.1439353972673416,0.9840288758277893,0.25649943947792053,0.1365697681903839,0.9758115410804749,0.2930750846862793,0.16132795810699463,0.8767375349998474,0.24052725732326508,0.14363327622413635,0.7710784077644348,0.29879534244537354,0.2725836932659149,0.9956432580947876,0.21021509170532227,0.24159325659275055,0.9958625435829163,0.32628706097602844,0.38120701909065247,0.9840510487556458,0.16369539499282837,0.3130778968334198,0.9850236773490906,0.30729910731315613,0.45644617080688477,0.9826935529708862,0.1585589498281479,0.27764496207237244,0.9839723110198975,0.24945950508117676,0.5209150910377502,0.9968197345733643,0.19421109557151794,0.5032910108566284,0.9963271617889404,0.231509730219841,0.6880525350570679,0.9882693290710449,0.17293789982795715,0.664524495601654,0.9858652353286743,0.2780455946922302,0.82740718126297,0.9149132966995239,0.18405833840370178,0.8182082772254944,0.9103839993476868
1.0,0.27181103825569153,0.15887172520160675,0.9954785108566284,0.28588488698005676,0.14545097947120667,0.9871174097061157,0.26368167996406555,0.13671642541885376,0.9755756855010986,0.3021537661552429,0.16451212763786316,0.8991299867630005,0.24848070740699768,0.14323946833610535,0.724560022354126,0.30391350388526917,0.276422917842865,0.9958503246307373,0.2202034443616867,0.23874711990356445,0.9963294863700867,0.3282862603664398,0.38599133491516113,0.985958456993103,0.17289866507053375,0.3127674460411072,0.9878830909729004,0.30929097533226013,0.45623907446861267,0.9850702285766602,0.16404731571674347,0.29232504963874817,0.9867373108863831,0.2548346519470215,0.5268927812576294,0.9975857734680176,0.20000138878822327,0.5050873160362244,0.9973363876342773,0.252282053232193,0.7026422619819641,0.9898674488067627,0.17663872241973877,0.6638758778572083,0.9887073040008545,0.30096662044525146,0.8019309639930725,0.9251263737678528,0.18061311542987823,0.8141902089118958,0.92634117603302
1.0,0.27915653586387634,0.1600879728794098,0.9933880567550659,0.2929537296295166,0.14661124348640442,0.9834457635879517,0.27146291732788086,0.13833335041999817,0.9709689617156982,0.3096439838409424,0.1647595316171646,0.8749035000801086,0.25674042105674744,0.1438966542482376,0.7198582291603088,0.3114665448665619,0.27947673201560974,0.9941485524177551,0.22773204743862152,0.2403082549571991,0.9928646087646484,0.33075234293937683,0.3881976008415222,0.979697585105896,0.18621602654457092,0.310261994600296,0.9732339978218079,0.3104937672615051,0.45032602548599243,0.9757604598999023,0.17148761451244354,0.29933202266693115,0.970723569393158,0.2663972079753876,0.5233430862426758,0.9964855909347534,0.20872168242931366,0.5019466876983643,0.9954646825790405,0.2744874656200409,0.6928663849830627,0.9862939715385437,0.18327584862709045,0.6656302809715271,0.9824230670928955,0.3092229962348938,0.7964491248130798,0.9126262664794922,0.18208549916744232,0.8089653253555298,0.9023473262786865
