class,a1,v1,a2,v2,a3,v3,a4,v4,a5,v5,a6,v6,a7,v7,a8,v8
1.0,154.21262763398929,0.9351574778556824,7.739684514646951,0.982837975025177,145.98544917253514,0.9453818202018738,81.57549332522845,0.9548883438110352,175.3327422949854,0.9862828254699707,135.9796736416187,0.9900919795036316,166.29558612070122,0.9520692229270935,165.88462510900567,0.9638774991035461
1.0,135.48383377129412,0.8811304569244385,12.938084218652056,0.9877924919128418,101.04093710423612,0.8591659665107727,49.07993313992954,0.9651113152503967,170.79047312789294,0.9830599427223206,137.29093700997632,0.9940707087516785,154.6887496125756,0.96439528465271,166.44202734460805,0.9835408329963684
1.0,139.7385608688376,0.9081330299377441,13.31439537373254,0.984980583190918,121.05348317621657,0.8857291340827942,92.86053086351268,0.9608094096183777,170.47668872140332,0.9794427752494812,133.58352703448517,0.990906298160553,158.22084364220603,0.9521713256835938,152.77364614474948,0.973737895488739
1.0,148.66340834717548,0.9126704335212708,69.0707449542727,0.9929702281951904,84.2232480953582,0.9915459752082825,170.58831343855232,0.9876758456230164,175.0866210313446,0.9970147013664246,140.44567360080504,0.9967780113220215,153.2030512020735,0.9931781888008118,158.42905359467488,0.9928378462791443
1.0,150.30461537793485,0.9254379868507385,64.5829562908321,0.995477020740509,76.13098826159677,0.9946461319923401,161.30589054496096,0.9906055927276611,178.65077384292672,0.9986421465873718,148.93747574856098,0.9984069466590881,149.74669988412305,0.9962139129638672,163.10829123137177,0.9959416389465332
1.0,149.74246499075537,0.9518942832946777,18.68860813299119,0.9907479286193848,87.63130261720941,0.987270176410675,42.940776536589055,0.9785636067390442,170.3115831564527,0.9963412880897522,135.0639109768358,0.9958379864692688,163.28542788966078,0.9853413105010986,164.00981743462307,0.9853172898292542
1.0,165.78956962453026,0.8726210594177246,0.034060594888869845,0.9945216178894043,168.04113392251224,0.9841802716255188,59.17648539729214,0.9891791343688965,165.35051304336665,0.997552216053009,138.32989206502214,0.9978054165840149,152.35637597044177,0.9950369000434875,129.85041249331,0.9953094124794006
1.0,164.4810790265926,0.9172168374061584,3.8363860662411704,0.9848549962043762,178.5483756834762,0.9776180386543274,72.45336187496166,0.9681603908538818,167.1861108661856,0.9977421164512634,143.35603272106607,0.9966351985931396,166.30631370899525,0.9965717196464539,159.85161975267889,0.9956682324409485
1.0,148.36951412164015,0.976906955242157,25.409655185086358,0.9882950782775879,117.94252512385582,0.9877408146858215,159.70701309624303,0.9808250069618225,163.7189645057095,0.9930479526519775,137.50790400938268,0.9898532032966614,175.4053633742443,0.9808725714683533,103.72094690363403,0.9740908741950989
1.0,102.58940691029073,0.5167041420936584,6.688539654151135,0.930677592754364,125.43206390137688,0.5726657509803772,153.79497865290222,0.8251184821128845,115.49777806076155,0.9425557255744934,144.43823378423974,0.9734020829200745,75.22109150085436,0.9412233233451843,171.79018516256812,0.9650279879570007
